time_s,rpm,torque_nm,power_kw,fuel_kgh,cht_c,egt_c,eta_pct,phase,run_id,run_name
410.0,2293.7,231.22,55.538,14.383,120.41,551.5,32.328,climb,2,Hot day
412.5,2255.7,236.24,55.805,14.71,120.82,555.2,31.76,climb,2,Hot day
415.0,2256.4,244.16,57.692,15.411,121.5,558.7,31.341,climb,2,Hot day
417.5,2224.4,254.95,59.388,15.618,122.31,563.6,31.834,climb,2,Hot day
420.0,2215.9,263.43,61.13,16.494,123.49,569.4,31.029,climb,2,Hot day
422.5,2211.1,264.26,61.188,16.332,124.6,574.3,31.365,climb,2,Hot day
425.0,2198.2,266.73,61.401,16.537,125.55,576.9,31.085,climb,2,Hot day
427.5,2215.5,273.4,63.429,17.15,126.57,580.9,30.964,climb,2,Hot day
430.0,2192.8,277.55,63.734,17.387,127.63,584.1,30.689,climb,2,Hot day
432.5,2180.5,281.43,64.262,17.792,128.62,588.7,30.238,climb,2,Hot day
435.0,2210.6,283.87,65.715,18.1,129.93,593.4,30.397,climb,2,Hot day
437.5,2201.5,282.07,65.028,17.529,130.93,596.9,31.059,climb,2,Hot day
440.0,2213.5,279.47,64.782,18.115,131.84,598.8,29.94,climb,2,Hot day
442.5,2200.4,278.52,64.179,17.538,132.51,599.8,30.637,climb,2,Hot day
445.0,2256.9,272.5,64.402,17.306,133.0,601.6,31.156,climb,2,Hot day
447.5,2274.1,269.5,64.178,17.411,133.54,603.0,30.859,climb,2,Hot day
450.0,2317.3,265.86,64.517,17.455,134.05,603.8,30.945,max,2,Hot day
452.5,2363.0,268.75,66.504,17.448,134.93,606.4,31.911,max,2,Hot day
455.0,2414.5,260.12,65.771,17.542,135.61,608.4,31.389,max,2,Hot day
457.5,2441.9,250.96,64.174,16.64,135.94,608.9,32.288,max,2,Hot day
460.0,2496.8,244.02,63.803,16.809,136.23,608.2,31.778,max,2,Hot day
462.5,2525.3,237.97,62.932,16.684,136.57,606.5,31.58,max,2,Hot day
465.0,2574.6,228.06,61.488,16.361,136.46,605.2,31.464,max,2,Hot day
467.5,2633.9,222.28,61.311,16.491,136.33,604.2,31.126,max,2,Hot day
470.0,2672.2,214.76,60.097,16.277,136.12,602.4,30.911,max,2,Hot day
472.5,2699.4,210.81,59.59,16.408,135.82,600.4,30.405,max,2,Hot day
475.0,2759.9,201.49,58.236,16.488,135.38,597.7,29.57,max,2,Hot day
477.5,2797.1,194.76,57.048,16.461,134.92,595.4,29.014,max,2,Hot day
480.0,2832.2,188.5,55.906,16.259,134.46,592.3,28.787,max,2,Hot day
482.5,2884.6,184.66,55.781,16.708,133.68,589.7,27.951,max,2,Hot day
485.0,2914.3,183.82,56.1,17.352,133.18,587.0,27.067,max,2,Hot day
487.5,2938.9,181.66,55.906,17.452,132.69,584.9,26.819,max,2,Hot day
490.0,2977.4,183.75,57.292,17.901,132.42,584.4,26.794,max,2,Hot day
492.5,3037.8,180.91,57.549,18.75,132.19,583.4,25.697,max,2,Hot day
495.0,3033.8,186.27,59.177,19.016,132.18,583.5,26.054,max,2,Hot day
497.5,3077.3,187.92,60.557,19.936,132.48,585.0,25.431,max,2,Hot day
500.0,3104.3,191.87,62.373,20.511,132.85,588.4,25.459,max,2,Hot day
502.5,3124.6,193.47,63.306,20.811,133.35,591.2,25.467,max,2,Hot day
505.0,3122.7,201.56,65.911,21.291,134.17,596.1,25.917,max,2,Hot day
507.5,3145.1,213.18,70.211,22.96,135.5,602.1,25.602,max,2,Hot day
510.0,3159.7,222.81,73.723,23.588,137.15,609.3,26.166,max,2,Hot day
512.5,3172.7,229.34,76.199,25.121,139.12,616.4,25.394,max,2,Hot day
515.0,3161.3,239.79,79.382,25.047,141.25,624.9,26.534,max,2,Hot day
517.5,3155.5,247.02,81.628,26.385,143.52,634.9,25.901,max,2,Hot day
520.0,3173.2,256.71,85.305,28.142,146.07,645.0,25.378,max,2,Hot day
522.5,3166.8,265.6,88.079,29.529,148.7,655.6,24.972,max,2,Hot day
525.0,3148.7,278.0,91.666,31.797,151.6,667.0,24.135,max,2,Hot day
527.5,3125.0,285.34,93.378,31.327,154.47,677.3,24.955,max,2,Hot day
530.0,3118.1,292.1,95.379,32.14,157.5,687.2,24.845,max,2,Hot day
532.5,3095.2,298.97,96.904,32.058,160.4,696.9,25.307,max,2,Hot day
535.0,3079.9,306.79,98.948,34.417,163.3,706.7,24.069,max,2,Hot day
537.5,3033.8,311.27,98.889,32.724,166.09,714.9,25.3,max,2,Hot day
540.0,3020.0,312.68,98.886,33.5,168.68,721.9,24.713,max,2,Hot day
542.5,2987.8,320.2,100.184,33.759,171.02,728.4,24.845,max,2,Hot day
545.0,2947.0,318.37,98.252,33.724,173.24,732.2,24.391,max,2,Hot day
547.5,2927.5,317.6,97.366,32.05,175.02,735.1,25.434,max,2,Hot day
550.0,2891.7,318.91,96.571,31.672,176.53,736.7,25.527,max,2,Hot day
552.5,2852.3,315.05,94.105,29.784,177.71,737.7,26.453,max,2,Hot day
555.0,2824.9,308.62,91.297,28.364,178.33,734.8,26.948,max,2,Hot day
557.5,2771.0,304.48,88.354,27.11,178.44,731.6,27.285,max,2,Hot day
560.0,2748.8,294.83,84.868,24.778,178.36,728.2,28.676,max,2,Hot day
562.5,2718.2,288.31,82.068,23.539,177.6,721.8,29.189,max,2,Hot day
565.0,2681.9,276.92,77.772,21.731,176.43,713.2,29.963,max,2,Hot day
567.5,2655.9,275.11,76.517,21.12,175.28,705.7,30.332,max,2,Hot day
570.0,2600.5,259.68,70.716,18.968,173.27,696.4,31.213,max,2,Hot day
572.5,2566.3,255.39,68.634,18.445,171.24,686.3,31.152,max,2,Hot day
575.0,2554.4,242.87,64.966,17.545,168.94,675.8,31.0,max,2,Hot day
577.5,2529.2,233.22,61.77,16.612,166.6,664.5,31.13,max,2,Hot day
580.0,2520.7,225.77,59.596,15.623,163.83,653.2,31.937,max,2,Hot day
582.5,2483.1,218.18,56.735,14.956,161.0,643.9,31.76,max,2,Hot day
585.0,2448.3,211.06,54.113,14.38,158.11,632.4,31.504,max,2,Hot day
587.5,2448.0,206.42,52.916,14.196,155.24,621.6,31.208,max,2,Hot day
590.0,2417.5,197.62,50.028,13.474,152.1,610.5,31.084,max,2,Hot day
592.5,2400.1,193.81,48.711,13.18,149.19,600.8,30.941,max,2,Hot day
595.0,2433.3,187.2,47.703,13.107,146.35,591.9,30.469,max,2,Hot day
597.5,2406.1,187.47,47.235,13.003,143.71,584.2,30.414,max,2,Hot day
0.0,1020.3,35.04,3.744,2.892,20.23,332.3,10.84,idle,3,Tuned map
2.5,998.1,31.78,3.322,2.593,20.36,332.6,10.725,idle,3,Tuned map
5.0,1010.5,29.24,3.094,2.339,20.44,331.6,11.076,idle,3,Tuned map
7.5,994.0,26.42,2.75,2.273,20.38,329.6,10.129,idle,3,Tuned map
10.0,985.4,23.57,2.432,1.892,20.25,329.6,10.763,idle,3,Tuned map
12.5,963.9,22.94,2.316,1.774,20.01,329.0,10.931,idle,3,Tuned map
15.0,962.8,23.05,2.324,1.852,19.93,328.6,10.503,idle,3,Tuned map
17.5,950.7,18.9,1.882,1.529,19.76,327.8,10.302,idle,3,Tuned map
20.0,946.5,21.11,2.093,1.721,19.64,328.4,10.184,idle,3,Tuned map
22.5,921.0,16.2,1.563,1.366,19.39,327.3,9.576,idle,3,Tuned map
25.0,924.4,13.7,1.327,1.107,19.19,326.5,10.031,idle,3,Tuned map
27.5,913.4,14.52,1.389,1.167,19.0,324.4,9.963,idle,3,Tuned map
30.0,889.3,12.69,1.182,0.998,18.84,323.3,9.918,idle,3,Tuned map
32.5,882.5,12.98,1.199,0.961,18.81,322.3,10.451,idle,3,Tuned map
35.0,868.7,17.9,1.628,1.367,18.72,322.1,9.976,idle,3,Tuned map
37.5,875.1,15.37,1.409,1.198,18.43,322.0,9.843,idle,3,Tuned map
40.0,829.9,16.57,1.44,1.201,18.22,321.3,10.035,idle,3,Tuned map
42.5,841.3,19.01,1.675,1.512,18.01,322.3,9.271,idle,3,Tuned map
45.0,818.3,19.98,1.712,1.547,17.89,321.5,9.264,idle,3,Tuned map
47.5,821.3,17.4,1.497,1.327,17.88,321.1,9.441,idle,3,Tuned map
50.0,825.6,22.18,1.918,1.691,17.91,321.4,9.497,idle,3,Tuned map
52.5,803.1,21.55,1.812,1.549,17.82,320.7,9.794,idle,3,Tuned map
55.0,803.9,22.16,1.866,1.643,17.84,321.2,9.509,idle,3,Tuned map
57.5,788.1,24.5,2.022,1.673,17.77,321.8,10.12,idle,3,Tuned map
60.0,810.9,22.28,1.892,1.57,17.63,321.7,10.092,idle,3,Tuned map
62.5,796.6,25.11,2.095,1.775,17.53,323.0,9.88,idle,3,Tuned map
65.0,795.8,28.01,2.334,2.035,17.51,323.1,9.603,idle,3,Tuned map
67.5,769.3,30.96,2.494,2.116,17.73,323.5,9.866,idle,3,Tuned map
70.0,770.8,30.43,2.457,2.074,17.67,323.0,9.917,idle,3,Tuned map
72.5,792.8,32.27,2.679,2.362,17.88,322.3,9.495,idle,3,Tuned map
75.0,781.4,35.69,2.921,2.456,18.12,322.5,9.958,idle,3,Tuned map
77.5,783.2,37.65,3.088,2.554,18.21,322.9,10.124,idle,3,Tuned map
80.0,792.6,37.27,3.093,2.587,18.3,323.2,10.01,idle,3,Tuned map
82.5,781.1,38.99,3.19,2.566,18.35,324.2,10.409,idle,3,Tuned map
85.0,806.9,36.17,3.056,2.473,18.43,323.1,10.346,idle,3,Tuned map
87.5,805.7,36.67,3.094,2.659,18.58,322.9,9.742,idle,3,Tuned map
90.0,944.1,59.2,5.853,4.266,18.97,324.0,11.484,cruise,3,Tuned map
92.5,1056.8,76.8,8.5,5.61,19.74,328.3,12.685,cruise,3,Tuned map
95.0,1184.7,92.79,11.511,6.442,20.82,332.5,14.959,cruise,3,Tuned map
97.5,1281.2,111.1,14.906,7.575,22.13,338.1,16.475,cruise,3,Tuned map
100.0,1400.1,119.04,17.453,7.761,23.63,343.9,18.827,cruise,3,Tuned map
102.5,1498.2,126.92,19.913,8.192,25.26,351.5,20.35,cruise,3,Tuned map
105.0,1587.2,137.13,22.793,8.549,27.13,358.8,22.322,cruise,3,Tuned map
107.5,1669.5,145.2,25.384,9.006,29.02,366.8,23.597,cruise,3,Tuned map
110.0,1752.4,145.29,26.662,9.197,31.06,373.1,24.272,cruise,3,Tuned map
112.5,1796.5,149.65,28.152,9.029,33.09,381.1,26.104,cruise,3,Tuned map
115.0,1905.3,147.02,29.334,9.226,34.99,388.2,26.618,cruise,3,Tuned map
117.5,1963.7,146.52,30.131,9.113,37.12,394.8,27.681,cruise,3,Tuned map
120.0,2033.1,144.86,30.841,9.236,38.86,401.2,27.957,cruise,3,Tuned map
122.5,2091.2,144.04,31.543,9.269,40.56,406.1,28.49,cruise,3,Tuned map
125.0,2138.3,145.67,32.62,9.297,42.35,411.0,29.374,cruise,3,Tuned map
127.5,2201.3,137.17,31.621,9.254,43.68,415.1,28.607,cruise,3,Tuned map
130.0,2263.9,140.26,33.252,9.403,45.2,419.3,29.605,cruise,3,Tuned map
132.5,2318.5,132.67,32.211,9.539,46.4,421.9,28.271,cruise,3,Tuned map
135.0,2341.2,132.3,32.437,9.352,47.59,424.5,29.037,cruise,3,Tuned map
137.5,2377.7,133.06,33.131,9.593,48.85,426.7,28.915,cruise,3,Tuned map
140.0,2436.8,131.92,33.664,9.72,50.11,429.6,28.996,cruise,3,Tuned map
142.5,2445.1,131.26,33.609,9.707,51.33,432.2,28.989,cruise,3,Tuned map
145.0,2502.4,128.27,33.613,9.75,52.44,433.8,28.863,cruise,3,Tuned map
147.5,2506.1,134.05,35.179,9.864,53.67,437.2,29.859,cruise,3,Tuned map
150.0,2516.8,133.94,35.301,10.261,54.76,438.1,28.803,cruise,3,Tuned map
152.5,2551.8,144.68,38.661,10.629,56.06,441.6,30.451,cruise,3,Tuned map
155.0,2571.3,143.54,38.652,10.748,57.4,445.7,30.108,cruise,3,Tuned map
157.5,2548.8,149.59,39.927,10.697,58.63,448.7,31.25,cruise,3,Tuned map
160.0,2583.9,152.9,41.372,11.15,59.92,451.3,31.064,cruise,3,Tuned map
162.5,2567.1,160.86,43.242,11.303,61.53,456.4,32.029,cruise,3,Tuned map
165.0,2582.9,166.38,45.004,11.697,63.15,461.3,32.213,cruise,3,Tuned map
167.5,2559.2,178.48,47.832,11.979,64.92,465.9,33.429,cruise,3,Tuned map
170.0,2539.0,183.81,48.871,12.078,66.71,471.7,33.876,cruise,3,Tuned map
172.5,2548.6,193.38,51.612,12.711,68.7,477.1,33.995,cruise,3,Tuned map
175.0,2538.9,198.78,52.851,12.868,70.46,482.2,34.387,cruise,3,Tuned map
177.5,2534.1,206.86,54.893,13.411,72.43,488.4,34.269,cruise,3,Tuned map
180.0,2511.5,217.81,57.284,13.669,74.43,494.8,35.085,cruise,3,Tuned map
182.5,2480.3,220.18,57.188,13.58,76.38,499.9,35.256,cruise,3,Tuned map
185.0,2448.1,224.8,57.631,13.85,78.15,504.9,34.837,cruise,3,Tuned map
187.5,2420.9,234.76,59.514,14.104,80.19,509.8,35.328,cruise,3,Tuned map
190.0,2397.3,236.37,59.339,14.49,81.97,514.6,34.286,cruise,3,Tuned map
192.5,2365.1,241.54,59.822,14.648,83.53,518.8,34.192,cruise,3,Tuned map
195.0,2342.9,247.01,60.603,14.853,85.14,523.3,34.161,cruise,3,Tuned map
197.5,2292.0,245.25,58.865,14.424,86.3,525.5,34.167,cruise,3,Tuned map
200.0,2290.7,249.26,59.794,14.616,87.6,527.3,34.25,cruise,3,Tuned map
202.5,2260.2,245.66,58.145,14.287,88.65,527.9,34.073,cruise,3,Tuned map
205.0,2257.9,248.44,58.744,14.457,89.65,529.4,34.02,cruise,3,Tuned map
207.5,2212.2,245.5,56.873,14.023,90.15,530.7,33.956,cruise,3,Tuned map
210.0,2173.0,238.3,54.227,13.623,90.45,529.8,33.326,cruise,3,Tuned map
212.5,2157.7,234.3,52.941,13.449,90.66,527.5,32.956,cruise,3,Tuned map
215.0,2115.3,227.72,50.444,12.985,90.54,525.0,32.524,cruise,3,Tuned map
217.5,2098.6,223.74,49.171,12.355,90.36,520.9,33.319,cruise,3,Tuned map
220.0,2064.8,219.01,47.355,12.568,89.75,517.7,31.546,cruise,3,Tuned map
222.5,2078.6,206.74,45.001,11.76,89.08,512.8,32.037,cruise,3,Tuned map
225.0,2053.0,204.1,43.879,11.421,88.22,508.7,32.164,cruise,3,Tuned map
227.5,2020.5,192.09,40.644,10.968,87.14,503.2,31.023,cruise,3,Tuned map
230.0,2019.2,185.51,39.226,10.843,85.99,497.2,30.288,cruise,3,Tuned map
232.5,2019.3,176.31,37.284,10.4,84.74,491.4,30.014,cruise,3,Tuned map
235.0,2007.4,177.07,37.223,10.323,83.46,485.6,30.188,cruise,3,Tuned map
237.5,2001.7,166.41,34.882,9.887,82.08,479.9,29.538,cruise,3,Tuned map
240.0,1987.3,160.81,33.466,9.882,80.52,474.9,28.354,cruise,3,Tuned map
242.5,1990.4,153.71,32.039,9.461,78.89,471.7,28.35,cruise,3,Tuned map
245.0,2001.3,152.77,32.017,9.493,77.57,466.9,28.237,cruise,3,Tuned map
247.5,2015.8,142.92,30.17,9.077,76.09,461.4,27.828,cruise,3,Tuned map
250.0,2007.3,144.66,30.409,9.1,74.6,456.2,27.978,cruise,3,Tuned map
252.5,2015.9,147.55,31.149,9.386,73.39,453.5,27.784,cruise,3,Tuned map
255.0,2052.6,141.97,30.517,9.349,72.29,449.1,27.327,cruise,3,Tuned map
257.5,2048.3,143.45,30.77,9.21,71.46,446.1,27.97,cruise,3,Tuned map
260.0,2087.1,146.51,32.021,9.244,70.78,445.0,29.0,cruise,3,Tuned map
262.5,2099.5,146.32,32.171,9.363,70.16,443.1,28.765,cruise,3,Tuned map
265.0,2128.6,151.75,33.827,9.653,69.53,444.2,29.339,cruise,3,Tuned map
267.5,2161.7,158.29,35.832,9.74,69.35,445.9,30.798,cruise,3,Tuned map
270.0,2177.0,162.22,36.984,10.254,69.37,447.1,30.197,cruise,3,Tuned map
272.5,2205.1,168.74,38.966,10.361,69.62,449.2,31.484,cruise,3,Tuned map
275.0,2216.5,174.03,40.395,10.736,70.01,451.4,31.499,cruise,3,Tuned map
277.5,2247.8,182.53,42.966,11.084,70.62,454.6,32.455,cruise,3,Tuned map
280.0,2290.9,189.47,45.453,11.483,71.65,459.9,33.141,cruise,3,Tuned map
282.5,2329.8,199.86,48.76,11.905,72.97,466.4,34.291,cruise,3,Tuned map
285.0,2358.4,205.97,50.869,12.549,74.27,473.0,33.938,cruise,3,Tuned map
287.5,2397.5,211.44,53.085,12.919,75.65,479.8,34.4,cruise,3,Tuned map
290.0,2406.9,214.11,53.966,13.214,77.31,485.6,34.191,cruise,3,Tuned map
292.5,2434.6,227.04,57.884,13.791,79.04,493.3,35.139,cruise,3,Tuned map
295.0,2470.4,233.13,60.311,14.434,81.09,500.2,34.981,cruise,3,Tuned map
297.5,2487.2,235.07,61.226,14.53,83.15,507.4,35.277,cruise,3,Tuned map
300.0,2544.3,243.79,64.956,15.614,85.21,516.6,34.828,climb,3,Tuned map
302.5,2588.2,254.99,69.11,16.617,87.71,526.7,34.82,climb,3,Tuned map
305.0,2657.9,267.11,74.345,17.928,90.56,537.1,34.718,climb,3,Tuned map
307.5,2682.3,269.54,75.71,18.543,93.42,546.9,34.182,climb,3,Tuned map
310.0,2738.7,275.55,79.027,19.5,96.43,558.1,33.929,climb,3,Tuned map
312.5,2755.6,280.08,80.82,20.145,99.56,569.0,33.587,climb,3,Tuned map
315.0,2812.6,283.63,83.538,21.313,102.63,577.7,32.815,climb,3,Tuned map
317.5,2818.7,281.12,82.979,21.339,105.33,585.5,32.556,climb,3,Tuned map
320.0,2860.4,279.43,83.701,21.151,108.01,593.0,33.131,climb,3,Tuned map
322.5,2854.8,275.6,82.392,20.828,110.18,599.1,33.118,climb,3,Tuned map
325.0,2880.7,275.76,83.186,21.0,112.27,603.6,33.164,climb,3,Tuned map
327.5,2907.0,269.3,81.981,21.222,114.3,607.6,32.342,climb,3,Tuned map
330.0,2893.2,260.69,78.984,20.119,115.52,608.7,32.868,climb,3,Tuned map
332.5,2903.9,251.04,76.34,19.441,116.36,609.7,32.875,climb,3,Tuned map
335.0,2896.6,244.62,74.2,18.591,116.94,608.2,33.415,climb,3,Tuned map
337.5,2872.7,239.36,72.006,17.614,117.11,605.3,34.225,climb,3,Tuned map
340.0,2889.8,228.59,69.176,17.067,116.84,601.1,33.935,climb,3,Tuned map
342.5,2878.5,223.71,67.434,16.707,116.68,597.4,33.792,climb,3,Tuned map
345.0,2847.5,214.79,64.047,15.816,115.97,592.1,33.902,climb,3,Tuned map
347.5,2845.7,207.24,61.758,15.26,115.06,585.2,33.883,climb,3,Tuned map
350.0,2810.8,201.18,59.217,14.769,113.95,578.6,33.569,climb,3,Tuned map
352.5,2785.2,194.88,56.84,14.143,112.59,570.8,33.648,climb,3,Tuned map
355.0,2769.5,187.14,54.274,13.667,111.03,563.0,33.247,climb,3,Tuned map
357.5,2735.1,184.23,52.766,13.576,109.54,555.2,32.541,climb,3,Tuned map
360.0,2735.7,186.76,53.505,13.481,108.46,548.9,33.228,climb,3,Tuned map
362.5,2666.9,178.12,49.745,12.449,106.88,541.9,33.454,climb,3,Tuned map
365.0,2658.6,179.33,49.928,12.655,105.44,535.8,33.03,climb,3,Tuned map
367.5,2629.2,183.47,50.516,12.649,103.97,531.9,33.435,climb,3,Tuned map
370.0,2567.4,183.38,49.303,12.373,102.62,528.0,33.361,climb,3,Tuned map
372.5,2537.7,185.7,49.35,12.318,101.27,524.1,33.541,climb,3,Tuned map
375.0,2528.8,189.51,50.184,12.271,100.31,520.8,34.239,climb,3,Tuned map
377.5,2487.1,199.16,51.872,12.675,99.53,520.0,34.262,climb,3,Tuned map
380.0,2465.5,207.06,53.459,13.044,99.03,518.6,34.311,climb,3,Tuned map
382.5,2444.0,215.6,55.18,13.632,98.75,518.5,33.888,climb,3,Tuned map
385.0,2401.2,221.4,55.673,13.457,98.51,520.2,34.635,climb,3,Tuned map
387.5,2368.4,232.41,57.642,14.113,98.43,522.8,34.195,climb,3,Tuned map
390.0,2327.8,237.63,57.928,14.249,98.59,525.3,34.037,climb,3,Tuned map
392.5,2335.4,249.58,61.039,14.712,98.91,528.5,34.734,climb,3,Tuned map
395.0,2304.7,257.41,62.126,15.139,99.35,531.3,34.358,climb,3,Tuned map
397.5,2300.3,268.41,64.659,16.321,100.14,535.5,33.169,climb,3,Tuned map
400.0,2285.4,278.46,66.645,16.683,101.06,540.9,33.445,climb,3,Tuned map
402.5,2258.1,287.41,67.962,17.427,102.16,545.4,32.65,climb,3,Tuned map
405.0,2280.9,290.85,69.47,18.059,103.41,550.1,32.207,climb,3,Tuned map
407.5,2269.2,302.02,71.768,18.887,104.76,555.1,31.813,climb,3,Tuned map
410.0,2264.7,304.14,72.13,19.533,106.04,559.6,30.916,climb,3,Tuned map
412.5,2245.3,307.5,72.301,19.744,107.22,564.8,30.659,climb,3,Tuned map
415.0,2257.1,312.42,73.845,20.428,108.57,569.8,30.263,climb,3,Tuned map
417.5,2262.8,311.74,73.871,20.308,109.55,573.1,30.453,climb,3,Tuned map
420.0,2274.3,315.24,75.078,20.392,110.81,576.7,30.824,climb,3,Tuned map
422.5,2280.3,315.01,75.221,20.843,111.85,580.1,30.214,climb,3,Tuned map
425.0,2311.8,311.89,75.505,20.589,112.82,583.9,30.702,climb,3,Tuned map
427.5,2328.3,309.93,75.567,20.404,113.84,586.0,31.007,climb,3,Tuned map
430.0,2350.8,303.57,74.732,19.574,114.64,588.0,31.963,climb,3,Tuned map
432.5,2365.6,298.42,73.926,19.189,115.38,588.0,32.253,climb,3,Tuned map
435.0,2409.2,288.74,72.846,18.238,115.98,588.0,33.44,climb,3,Tuned map
437.5,2425.8,284.04,72.152,18.136,116.12,588.5,33.308,climb,3,Tuned map
440.0,2425.8,273.86,69.57,17.295,116.17,587.8,33.678,climb,3,Tuned map
442.5,2477.6,265.74,68.946,16.786,116.33,585.6,34.387,climb,3,Tuned map
445.0,2515.4,257.16,67.739,16.257,116.23,583.3,34.883,climb,3,Tuned map
447.5,2558.5,248.27,66.517,16.0,116.06,581.6,34.807,climb,3,Tuned map
450.0,2604.2,238.21,64.962,15.434,115.58,578.5,35.239,max,3,Tuned map
452.5,2661.6,231.68,64.576,15.195,114.96,575.6,35.581,max,3,Tuned map
455.0,2712.7,227.48,64.622,15.61,114.41,573.8,34.658,max,3,Tuned map
457.5,2779.5,222.52,64.768,15.735,114.11,572.1,34.461,max,3,Tuned map
460.0,2819.9,216.23,63.851,15.5,113.74,570.7,34.487,max,3,Tuned map
462.5,2867.7,211.9,63.633,15.931,113.22,569.2,33.441,max,3,Tuned map
465.0,2913.4,208.18,63.512,16.16,112.77,567.1,32.905,max,3,Tuned map
467.5,2970.9,203.06,63.175,16.458,112.36,565.3,32.137,max,3,Tuned map
470.0,3001.8,199.69,62.773,16.346,111.75,563.6,32.152,max,3,Tuned map
472.5,3029.3,196.6,62.367,16.432,111.27,561.2,31.775,max,3,Tuned map
475.0,3088.2,197.05,63.723,17.238,111.18,560.1,30.948,max,3,Tuned map
477.5,3107.6,199.66,64.975,17.614,111.3,561.1,30.883,max,3,Tuned map
480.0,3147.4,204.18,67.295,18.217,111.46,561.7,30.928,max,3,Tuned map
482.5,3173.3,208.48,69.281,18.95,112.03,564.9,30.608,max,3,Tuned map
485.0,3203.7,213.75,71.711,20.243,112.61,568.6,29.658,max,3,Tuned map
487.5,3220.5,220.34,74.308,20.757,113.42,573.0,29.972,max,3,Tuned map
490.0,3218.9,229.88,77.49,21.535,114.4,578.9,30.126,max,3,Tuned map
492.5,3233.8,237.96,80.583,22.403,115.97,585.7,30.114,max,3,Tuned map
495.0,3229.5,247.83,83.813,23.54,117.66,593.7,29.809,max,3,Tuned map
497.5,3262.3,258.12,88.181,25.426,120.0,602.1,29.035,max,3,Tuned map
500.0,3249.3,267.07,90.874,26.213,122.26,610.9,29.024,max,3,Tuned map
502.5,3254.4,276.94,94.38,28.026,124.75,620.3,28.194,max,3,Tuned map
505.0,3229.3,290.78,98.331,28.996,127.3,631.9,28.391,max,3,Tuned map
507.5,3200.4,301.18,100.938,30.213,130.28,642.7,27.97,max,3,Tuned map
510.0,3221.3,309.99,104.571,31.894,133.26,652.8,27.449,max,3,Tuned map
512.5,3188.8,319.03,106.534,33.373,136.26,662.8,26.726,max,3,Tuned map
515.0,3168.1,333.0,110.476,35.574,139.27,673.4,26.0,max,3,Tuned map
517.5,3143.4,334.48,110.104,35.503,142.31,682.7,25.964,max,3,Tuned map
520.0,3122.9,341.95,111.828,36.752,145.31,691.6,25.475,max,3,Tuned map
522.5,3093.0,348.02,112.721,36.697,148.02,701.0,25.717,max,3,Tuned map
525.0,3041.0,348.87,111.098,36.147,150.39,705.5,25.732,max,3,Tuned map
527.5,3035.2,353.64,112.404,36.787,152.76,711.9,25.581,max,3,Tuned map
530.0,2985.1,357.72,111.821,37.33,154.92,716.5,25.079,max,3,Tuned map
532.5,2950.6,355.18,109.745,35.415,156.58,718.7,25.944,max,3,Tuned map
535.0,2936.6,352.26,108.328,35.15,158.1,720.0,25.801,max,3,Tuned map
537.5,2892.1,348.41,105.521,32.91,158.98,719.3,26.844,max,3,Tuned map
540.0,2843.0,342.3,101.908,30.751,159.33,717.0,27.745,max,3,Tuned map
542.5,2791.4,337.58,98.678,28.676,159.29,713.7,28.81,max,3,Tuned map
545.0,2775.6,327.79,95.277,26.838,158.65,707.5,29.721,max,3,Tuned map
547.5,2744.3,318.72,91.594,25.067,157.81,701.8,30.591,max,3,Tuned map
550.0,2704.0,310.43,87.903,23.167,156.77,693.8,31.766,max,3,Tuned map
552.5,2659.8,302.08,84.139,21.759,155.3,686.0,32.374,max,3,Tuned map
555.0,2633.4,290.56,80.129,20.109,153.37,676.5,33.361,max,3,Tuned map
557.5,2599.8,280.69,76.418,18.771,151.28,666.7,34.084,max,3,Tuned map
560.0,2587.8,264.75,71.745,17.365,148.58,655.3,34.589,max,3,Tuned map
562.5,2569.6,260.88,70.198,16.952,146.08,645.1,34.669,max,3,Tuned map
565.0,2550.0,253.31,67.643,16.147,143.56,634.3,35.071,max,3,Tuned map
567.5,2513.7,242.09,63.725,15.237,140.8,622.3,35.013,max,3,Tuned map
570.0,2507.6,230.41,60.504,14.363,137.74,611.2,35.267,max,3,Tuned map
572.5,2498.2,221.98,58.073,13.743,134.81,600.4,35.377,max,3,Tuned map
575.0,2478.2,218.03,56.582,13.46,132.02,591.2,35.195,max,3,Tuned map
577.5,2475.9,210.58,54.598,13.201,129.01,579.8,34.626,max,3,Tuned map
580.0,2496.1,210.47,55.014,13.395,126.39,571.4,34.383,max,3,Tuned map
582.5,2477.7,205.89,53.423,12.938,123.58,564.1,34.569,max,3,Tuned map
585.0,2488.8,208.29,54.287,13.117,121.06,557.1,34.65,max,3,Tuned map
587.5,2483.3,210.04,54.621,13.04,119.03,551.9,35.067,max,3,Tuned map
590.0,2499.1,205.69,53.829,13.064,117.01,548.4,34.496,max,3,Tuned map
592.5,2495.7,214.22,55.988,13.465,115.42,546.2,34.812,max,3,Tuned map
595.0,2529.9,217.49,57.622,13.703,114.07,544.0,35.206,max,3,Tuned map
597.5,2562.4,222.58,59.727,14.31,113.11,544.6,34.943,max,3,Tuned map
